obs_id;site_id;holiday;date
1923;24;New year;2017-01-01
1926;24;Christmas Day;2016-12-25
1930;24;Republic Day;2016-06-02
1959;25;Epiphany;2017-01-06
1966;85;St Stephen's Day;2017-12-26
1970;85;Assumption of Mary to Heaven;2017-08-15
1975;85;All Saints Day;2016-11-01
1996;26;Immaculate Conception;2017-12-08
2004;26;All Saints Day;2017-11-01
2011;27;Christmas Day;2017-12-25
2024;27;International Workers' Day;2016-05-01
2095;29;Christmas Day;2014-12-25
2114;30;Good Friday;2014-04-18
2130;30;Day of reconcilation;2015-12-16
2142;30;Good Friday;2016-03-25
2148;30;Freedom Day;2014-04-27
2198;31;Good Friday;2016-03-25
2218;32;Human Rights Day;2015-03-21
2243;32;Boxing Day;2014-12-26
2249;32;National Women Day;2015-08-09
2267;33;Day of reconcilation;2015-12-16
2282;33;Youth Day;2014-06-16
2305;35;Workers Day;2014-05-01
2310;35;Freedom Day substitute;2014-04-28
2312;35;Family Day;2016-03-25
2351;35;New year;2014-01-01
2356;35;National Women Day;2017-08-09
2368;37;Epiphany;2017-01-06
2392;38;St Stephen's Day;2017-12-26
2408;38;Epiphany;2017-01-06
2417;39;New year;2015-01-01
2418;39;Assumption of Mary to Heaven;2015-08-15
2441;39;Liberation Day;2015-04-25
2442;39;Epiphany;2016-01-06
2451;40;Immaculate Conception;2016-12-08
2453;40;St Stephen's Day;2017-12-26
2454;40;Republic Day;2017-06-02
2514;43;Día de la Constitución Española;2016-12-06
2534;44;Epiphany;2017-01-06
2542;44;Good Friday;2014-04-18
2548;44;Christmas Eve;2014-12-24
2576;44;Struggle for Freedom and Democracy Day;2016-11-17
2600;45;Assumption of Mary to Heaven;2017-08-15
2603;45;Liberation Day;2016-04-25
2611;45;Assumption of Mary to Heaven;2016-08-15
2619;45;Liberation Day;2017-04-25
2624;46;Easter Monday;2016-03-28
2630;46;Republic Day;2017-06-02
2631;46;Republic Day;2016-06-02
2639;46;Assumption of Mary to Heaven;2016-08-15
2646;50;Armistice Day;2015-11-11
2667;50;Whit Monday;2017-06-05
2670;50;Assumption of Mary to Heaven;2017-08-15
2687;51;Ascension Thursday;2015-05-14
2698;51;Boxing Day;2017-12-26
2706;51;Labour Day;2015-05-01
2724;52;St Stephen's Day;2016-12-26
2736;52;Liberation Day;2017-04-25
2751;54;Christmas Day;2016-12-25
2785;54;St Stephen's Day;2016-12-26
2791;55;Easter Monday;2014-04-21
2868;57;Liberation Day;2014-04-25
2870;57;International Workers' Day;2017-05-01
2877;89;Republic Day;2015-06-02
2888;89;Immaculate Conception;2017-12-08
2935;58;Whit Monday;2015-05-25
2953;58;Ascension Thursday;2011-06-02
2957;58;Ascension Thursday;2015-05-14
2967;58;Ascension Thursday;2017-05-25
2970;58;Christmas Day;2009-12-25
2975;58;Ascension Thursday;2010-05-13
2983;58;Whit Monday;2017-06-05
2997;58;Ascension Thursday;2016-05-05
3007;58;Berchtold's Day;2015-01-02
3009;58;Easter Monday;2017-04-17
3031;67;Immaculate Conception;2015-12-08
3067;7;All Saints Day;2017-11-01
3068;7;Liberation Day;2014-04-25
3107;11;Liberation Day;2017-04-25
3116;11;Easter Monday;2014-04-21
3122;11;Republic Day;2017-06-02
3130;11;Liberation Day;2015-04-25
3153;22;St Stephen's Day;2017-12-26
3154;22;Easter Monday;2016-03-28
3207;53;National Holiday;2017-05-01
3228;53;Christmas Day;2016-12-25
3237;56;Christmas Day;2017-12-25
3257;56;Labour Day;2016-05-01
3269;36;All Saints Day;2016-11-01
3271;36;New year;2016-01-01
3272;36;Immaculate Conception;2016-12-08
3281;36;Liberation Day;2016-04-25
17;20;Veterans Day;2015-11-11
36;20;Christmas Eve;2016-12-24
42;20;Day After Christmas;2014-12-26
51;20;Thanksgiving Day;2014-11-27
58;20;Independence Day;2016-07-04
93;34;Christmas Eve;2016-12-24
117;34;New year;2016-01-01
118;34;Memorial Day;2017-05-29
123;42;Victory in Europe Day;2016-05-08
128;42;All Saints Day;2016-11-01
191;48;National Day;2014-07-21
201;48;New year;2017-01-01
207;49;Immaculate Conception;2016-12-08
212;49;New year;2016-01-01
263;88;St Stephen's Day;2016-12-26
298;59;Assumption of Mary to Heaven;2016-08-15
311;59;Bastille Day;2015-07-14
330;59;Ascension Thursday;2014-05-29
354;91;Armistice Day;2016-11-11
380;60;Victory in Europe Day;2017-05-08
417;61;Easter Monday;2015-04-06
438;62;Assumption of Mary to Heaven;2017-08-15
449;62;St Stephen's Day;2016-12-26
462;63;St Stephen's Day;2017-12-26
467;63;Christmas Day;2015-12-25
478;63;Christmas Day;2017-12-25
485;63;Easter Monday;2017-04-17
486;63;Immaculate Conception;2017-12-08
510;64;Immaculate Conception;2016-12-08
520;64;Easter Monday;2016-03-28
532;65;Liberation Day;2015-04-25
540;65;Christmas Day;2015-12-25
578;66;Christmas Day;2017-12-25
580;66;Republic Day;2017-06-02
588;68;Republic Day;2016-06-02
592;68;Immaculate Conception;2016-12-08
605;68;Easter Monday;2016-03-28
620;69;St Stephen's Day;2015-12-26
652;86;Christmas Day;2016-12-25
661;86;Republic Day;2016-06-02
677;86;Assumption of Mary to Heaven;2016-08-15
745;71;Liberation Day;2015-04-25
757;72;Dia do Trabalhador;2014-05-01
783;73;Republic Day;2017-06-02
789;73;All Saints Day;2016-11-01
798;73;Liberation Day;2015-04-25
800;73;Epiphany;2015-01-06
809;74;Epiphany;2014-01-06
843;74;Assumption of Mary to Heaven;2017-08-15
847;74;New year;2016-01-01
855;75;New year;2014-01-01
882;75;Christmas Day;2017-12-25
886;75;All Saints Day;2014-11-01
889;75;Easter Monday;2016-03-28
910;76;St Stephen's Day;2017-12-26
922;76;Assumption of Mary to Heaven;2015-08-15
937;77;Immaculate Conception;2015-12-08
952;77;All Saints Day;2017-11-01
954;77;Immaculate Conception;2017-12-08
958;77;New year;2017-01-01
962;77;All Saints Day;2016-11-01
969;90;International Workers' Day;2017-05-01
972;90;Liberation Day;2014-04-25
992;90;Assumption of Mary to Heaven;2016-08-15
1032;87;St Stephen's Day;2017-12-26
1065;1;Christmas Day;2017-12-25
1087;2;St Stephen's Day;2013-12-26
1090;2;Liberation Day;2014-04-25
1093;2;Immaculate Conception;2014-12-08
1100;2;All Saints Day;2014-11-01
1116;3;Immaculate Conception;2016-12-08
1117;3;Assumption of Mary to Heaven;2017-08-15
1146;4;All Saints Day;2017-11-01
1156;4;Liberation Day;2016-04-25
1179;81;International Workers' Day;2014-05-01
1183;81;Easter Monday;2015-04-06
1195;81;New year;2016-01-01
1198;81;Christmas Day;2016-12-25
1210;5;Assumption of Mary to Heaven;2016-08-15
1223;5;Liberation Day;2014-04-25
1226;5;Christmas Day;2015-12-25
1244;5;All Saints Day;2017-11-01
1279;6;St Stephen's Day;2017-12-26
1303;83;All Saints Day;2015-11-01
1347;79;Immaculate Conception;2016-12-08
1360;8;Liberation Day;2015-04-25
1370;8;All Saints Day;2014-11-01
1404;9;St Stephen's Day;2016-12-26
1483;12;Assumption of Mary to Heaven;2015-08-15
1484;12;New year;2014-01-01
1485;12;Easter Monday;2014-04-21
1497;12;Immaculate Conception;2016-12-08
1504;12;International Workers' Day;2016-05-01
1537;13;Immaculate Conception;2015-12-08
1539;13;Easter Monday;2015-04-06
1541;13;Assumption of Mary to Heaven;2016-08-15
1556;13;Immaculate Conception;2016-12-08
1559;13;New year;2017-01-01
1567;13;Immaculate Conception;2014-12-08
1577;14;St Stephen's Day;2016-12-26
1581;14;New year;2017-01-01
1606;78;Christmas Day;2016-12-25
1611;78;Liberation Day;2016-04-25
1621;78;Republic Day;2016-06-02
1624;15;International Workers' Day;2015-05-01
1626;15;Assumption of Mary to Heaven;2017-08-15
1627;15;Assumption of Mary to Heaven;2016-08-15
1641;15;Immaculate Conception;2015-12-08
1653;15;All Saints Day;2017-11-01
1701;17;International Workers' Day;2016-05-01
1722;17;New year;2017-01-01
1732;17;International Workers' Day;2015-05-01
1738;18;St Stephen's Day;2017-12-26
1749;18;Epiphany;2017-01-06
1811;84;Immaculate Conception;2015-12-08
1819;84;Republic Day;2016-06-02
1833;84;Epiphany;2016-01-06
1840;84;Epiphany;2014-01-06
1844;80;Assumption of Mary to Heaven;2017-08-15
1866;80;Assumption of Mary to Heaven;2016-08-15
1874;80;Easter Monday;2016-03-28
1891;21;Republic Day;2016-06-02
1894;21;International Workers' Day;2016-05-01
1916;23;Immaculate Conception;2017-12-08
1917;23;New year;2016-01-01
1919;23;Christmas Day;2017-12-25
1922;24;Easter Monday;2016-03-28
1932;24;International Workers' Day;2016-05-01
1964;85;Liberation Day;2017-04-25
1979;85;Immaculate Conception;2016-12-08
1983;85;Liberation Day;2016-04-25
1994;26;Assumption of Mary to Heaven;2016-08-15
2002;26;Immaculate Conception;2016-12-08
2007;26;Liberation Day;2017-04-25
2010;27;Epiphany;2017-01-06
2013;27;Easter Monday;2016-03-28
2020;27;Liberation Day;2017-04-25
2032;28;International Workers' Day;2017-05-01
2038;28;New year;2016-01-01
2044;28;All Saints Day;2017-11-01
2048;28;Assumption of Mary to Heaven;2016-08-15
2073;29;New year;2014-01-01
2079;29;Local Elections;2016-08-03
2083;29;Human Rights Day;2016-03-21
2087;29;Boxing Day;2015-12-26
2092;29;Day of good will;2016-12-26
2110;29;Freedom Day;2015-04-27
2118;30;Christmas Day substitute;2016-12-26
2149;30;Heritage Day;2014-09-24
2155;30;Day of reconcilation;2016-12-16
2164;31;Christmas Day;2015-12-25
2176;31;Easter Monday;2015-04-06
2179;31;Workers Day substitute;2016-05-02
2200;31;Human Rights Day;2014-03-21
2201;31;Workers Day;2014-05-01
2236;32;Freedom Day;2016-04-27
2242;32;Easter Monday;2016-03-28
2246;32;Human Rights Day;2016-03-21
2257;33;Heritage Day;2016-09-24
2288;33;Christmas Day;2015-12-25
2292;33;Youth Day;2015-06-16
2297;33;Heritage Day;2014-09-24
2308;35;Boxing Day;2017-12-26
2313;35;Workers Day;2017-05-01
2317;35;Human Rights Day;2017-03-21
2329;35;Christmas Day;2016-12-25
2337;35;National Women Day;2014-08-09
2340;35;Christmas Day;2015-12-25
2345;35;Day of reconcilation;2014-12-16
2353;35;Youth Day;2016-06-16
2369;37;Liberation Day;2016-04-25
2389;38;Christmas Day;2017-12-25
2409;38;Liberation Day;2017-04-25
2411;39;Easter Monday;2016-03-28
2428;39;St Stephen's Day;2016-12-26
2476;41;All Saints Day;2017-11-01
2529;44;Easter Monday;2013-04-01
2551;44;Day of the Establishment of the Slovak Republic;2017-01-01
2557;44;Day of the Constitution of the Slovak Republic;2013-09-01
2589;44;Day of the Constitution of the Slovak Republic;2015-09-01
2596;44;Day of Blessed Virgin Mary, patron saint of Slovakia;2017-09-15
2605;45;New year;2017-01-01
2628;46;All Saints Day;2016-11-01
2633;46;Easter Monday;2017-04-17
2654;50;Labour Day;2017-05-01
2669;50;Easter Monday;2017-04-17
2693;51;Christmas Day;2017-12-25
2709;51;Whit Monday;2017-06-05
2717;52;Christmas Day;2015-12-25
2719;52;New year;2016-01-01
2743;52;Easter Monday;2017-04-17
2762;54;Immaculate Conception;2017-12-08
2777;54;New year;2014-01-01
2782;54;New year;2017-01-01
2795;55;International Workers' Day;2017-05-01
2796;55;New year;2015-01-01
2799;55;Liberation Day;2017-04-25
2811;55;Epiphany;2017-01-06
2815;55;All Saints Day;2014-11-01
2829;55;Liberation Day;2016-04-25
2869;57;Republic Day;2016-06-02
2890;89;Liberation Day;2015-04-25
2925;58;Whit Monday;2011-06-13
2937;58;Easter Monday;2010-04-05
2940;58;Ascension Thursday;2013-05-09
2942;58;Whit Monday;2010-05-24
2944;58;Whit Monday;2012-05-28
2947;58;Whit Sunday;2013-05-19
2952;58;Labour Day;2010-05-01
2958;58;Whit Sunday;2015-05-24
2962;58;New year;2009-01-01
2973;58;Christmas Day;2013-12-25
2984;58;Christmas Day;2010-12-25
3002;58;Berchtold's Day;2011-01-02
3013;58;Whit Sunday;2009-05-31
3030;67;St Stephen's Day;2017-12-26
3049;67;All Saints Day;2015-11-01
3055;7;All Saints Day;2014-11-01
3058;7;New year;2015-01-01
3073;7;Christmas Day;2017-12-25
3102;11;All Saints Day;2014-11-01
3105;11;St Stephen's Day;2016-12-26
3143;22;International Workers' Day;2017-05-01
3145;22;Easter Monday;2017-04-17
3174;82;Whit Monday;2017-06-05
3182;82;Whit Sunday;2017-06-04
3186;47;New year;2016-01-01
3188;47;Easter Monday;2016-03-28
3191;47;Republic Day;2016-06-02
3196;47;St Stephen's Day;2016-12-26
3201;47;Liberation Day;2017-04-25
3205;47;Christmas Day;2017-12-25
3206;53;New year;2017-01-01
3215;53;Immaculate Conception;2016-12-08
3259;56;Victory in Europe Day;2017-05-08
3264;56;Assumption of Mary to Heaven;2017-08-15
3279;36;New year;2017-01-01
2;20;Veterans Day;2014-11-11
15;20;Veterans Day;2017-11-11
18;20;Lyndon B. Jonhson Day (Observed);2016-08-26
67;20;Texas Independence Day;2016-03-02
74;20;Washington's Birthday;2017-02-20
90;34;Christmas Eve (Observed);2017-12-25
95;34;Veterans Day (Observed);2017-11-10
120;34;Christmas Day (Observed);2017-12-27
126;42;Christmas Day;2014-12-25
135;42;New year;2015-01-01
163;42;All Saints Day;2017-11-01
164;42;Bastille Day;2014-07-14
170;48;Assumption of Mary to Heaven;2016-08-15
175;48;Easter Monday;2014-04-21
180;48;Whit Monday;2015-05-25
188;48;Ascension Thursday;2016-05-05
195;48;Armistice of 1918;2015-11-11
196;48;National Day;2017-07-21
199;48;Armistice of 1918;2016-11-11
221;49;Liberation Day;2016-04-25
229;49;Assumption of Mary to Heaven;2015-08-15
232;49;New year;2017-01-01
238;49;All Saints Day;2017-11-01
253;88;International Workers' Day;2015-05-01
264;88;All Saints Day;2017-11-01
294;88;Immaculate Conception;2015-12-08
305;59;Bastille Day;2017-07-14
333;59;Armistice Day;2014-11-11
335;59;Armistice Day;2017-11-11
349;91;Victory in Europe Day;2016-05-08
357;91;Bastille Day;2016-07-14
385;60;Ascension Thursday;2017-05-25
394;60;Whit Monday;2016-05-16
431;61;All Saints Day;2017-11-01
432;61;Immaculate Conception;2015-12-08
446;62;St Stephen's Day;2017-12-26
458;62;Easter Monday;2017-04-17
468;63;Epiphany;2015-01-06
481;63;Assumption of Mary to Heaven;2017-08-15
490;63;St Stephen's Day;2016-12-26
507;64;Christmas Day;2017-12-25
539;65;All Saints Day;2015-11-01
562;66;Immaculate Conception;2016-12-08
574;66;St Stephen's Day;2017-12-26
583;68;Assumption of Mary to Heaven;2016-08-15
604;68;All Saints Day;2015-11-01
649;86;Epiphany;2017-01-06
676;86;New year;2016-01-01
679;86;Liberation Day;2017-04-25
698;70;Christmas Day;2015-12-25
707;70;Epiphany;2017-01-06
708;70;Assumption of Mary to Heaven;2017-08-15
741;71;Immaculate Conception;2016-12-08
759;72;Good Friday;2016-03-25
779;73;Assumption of Mary to Heaven;2017-08-15
793;73;Assumption of Mary to Heaven;2016-08-15
797;73;Christmas Day;2016-12-25
821;74;Epiphany;2016-01-06
824;74;Christmas Day;2014-12-25
830;74;Immaculate Conception;2017-12-08
836;74;Liberation Day;2017-04-25
839;74;Liberation Day;2016-04-25
845;74;Easter Monday;2017-04-17
859;75;Epiphany;2015-01-06
862;75;Immaculate Conception;2014-12-08
900;76;New year;2017-01-01
907;76;Easter Monday;2017-04-17
908;76;Republic Day;2015-06-02
932;77;New year;2015-01-01
943;77;St Stephen's Day;2017-12-26
946;77;Easter Monday;2015-04-06
991;90;Christmas Day;2014-12-25
1016;87;International Workers' Day;2017-05-01
1039;87;All Saints Day;2015-11-01
1104;2;All Saints Day;2013-11-01
1123;3;All Saints Day;2017-11-01
1124;3;Easter Monday;2015-04-06
1128;3;Immaculate Conception;2015-12-08
1137;3;Epiphany;2017-01-06
1141;4;Assumption of Mary to Heaven;2015-08-15
1142;4;International Workers' Day;2016-05-01
1153;4;New year;2017-01-01
1207;5;International Workers' Day;2017-05-01
1217;5;Assumption of Mary to Heaven;2017-08-15
1245;5;St Stephen's Day;2017-12-26
1246;5;International Workers' Day;2014-05-01
1264;6;Immaculate Conception;2016-12-08
1327;79;Easter Monday;2017-04-17
1343;79;Epiphany;2014-01-06
1366;8;International Workers' Day;2017-05-01
1369;8;St Stephen's Day;2017-12-26
1389;8;Republic Day;2014-06-02
1417;9;Christmas Day;2015-12-25
1447;10;New year;2016-01-01
1452;10;St Stephen's Day;2016-12-26
1471;10;Assumption of Mary to Heaven;2015-08-15
1486;12;Assumption of Mary to Heaven;2014-08-15
1493;12;Immaculate Conception;2014-12-08
1512;12;All Saints Day;2016-11-01
1540;13;Assumption of Mary to Heaven;2015-08-15
1547;13;International Workers' Day;2014-05-01
1566;13;International Workers' Day;2015-05-01
1576;14;Epiphany;2016-01-06
1580;14;New year;2015-01-01
1586;14;Immaculate Conception;2015-12-08
1644;15;All Saints Day;2016-11-01
1666;16;Liberation Day;2017-04-25
1681;16;New year;2017-01-01
1689;17;New year;2016-01-01
1691;17;Christmas Day;2014-12-25
1698;17;St Stephen's Day;2016-12-26
1728;17;Easter Monday;2016-03-28
1755;18;Christmas Day;2017-12-25
1775;19;Immaculate Conception;2015-12-08
1789;19;All Saints Day;2016-11-01
1822;84;Christmas Day;2015-12-25
1848;80;Republic Day;2016-06-02
1902;23;Liberation Day;2016-04-25
1907;23;Easter Monday;2016-03-28
1967;85;Epiphany;2016-01-06
1989;26;Christmas Day;2017-12-25
1998;26;Assumption of Mary to Heaven;2017-08-15
2015;27;Immaculate Conception;2017-12-08
2027;27;Easter Monday;2017-04-17
2098;29;Day of reconcilation;2015-12-16
2102;29;Workers Day;2016-05-01
2106;29;Youth Day;2015-06-16
2109;29;Good Friday;2015-04-03
2121;30;Workers Day substitute;2016-05-02
2123;30;National Elections;2014-05-07
2135;30;Good Friday;2015-04-03
2143;30;Christmas Day;2015-12-25
2147;30;Freedom Day substitute;2014-04-28
2172;31;Christmas Day substitute;2016-12-26
2175;31;Heritage Day;2016-09-24
2202;31;National Women Day;2014-08-09
2226;32;Workers Day;2014-05-01
2230;32;National Women Day;2016-08-09
2240;32;New year;2016-01-01
2253;32;National Women Day;2014-08-09
2266;33;New year;2014-01-01
2274;33;Family Day;2016-03-25
2294;33;Day of good will;2016-12-26
2322;35;Freedom Day;2016-04-27
2348;35;Human Rights Day;2015-03-21
2393;38;Republic Day;2016-06-02
2404;38;Liberation Day;2016-04-25
2412;39;Republic Day;2017-06-02
2414;39;Immaculate Conception;2017-12-08
2420;39;Easter Monday;2017-04-17
2424;39;New year;2017-01-01
2427;39;Christmas Day;2016-12-25
2443;39;International Workers' Day;2017-05-01
2452;40;Easter Monday;2017-04-17
2500;43;Assumption of Mary to Heaven;2015-08-15
2509;43;Good Friday;2015-04-03
2543;44;Slovak National Uprising anniversary;2016-08-29
2567;44;Day of Blessed Virgin Mary, patron saint of Slovakia;2014-09-15
2583;44;All Saints Day;2014-11-01
2597;44;Slovak National Uprising anniversary;2014-08-29
2602;45;All Saints Day;2017-11-01
2606;45;St Stephen's Day;2017-12-26
2618;45;Immaculate Conception;2016-12-08
2679;51;Whit Sunday;2016-05-15
2715;52;Immaculate Conception;2016-12-08
2723;52;International Workers' Day;2015-05-01
2735;52;International Workers' Day;2016-05-01
2747;54;Easter Monday;2014-04-21
2772;54;New year;2016-01-01
2794;55;Assumption of Mary to Heaven;2015-08-15
2839;57;Assumption of Mary to Heaven;2017-08-15
2841;57;All Saints Day;2015-11-01
2845;57;International Workers' Day;2016-05-01
2859;57;New year;2017-01-01
2865;57;Republic Day;2017-06-02
2883;89;Immaculate Conception;2016-12-08
2889;89;Epiphany;2015-01-06
2963;58;Boxing Day;2009-12-26
2964;58;New year;2014-01-01
2974;58;Berchtold's Day;2010-01-02
2985;58;Easter Sunday;2012-04-08
3008;58;New year;2016-01-01
3014;58;Good Friday;2010-04-02
3017;67;New year;2016-01-01
3029;67;All Saints Day;2017-11-01
3051;7;Christmas Day;2016-12-25
3057;7;International Workers' Day;2015-05-01
3108;11;Epiphany;2017-01-06
3140;22;New year;2016-01-01
3185;47;Epiphany;2017-01-06
3255;56;Ascension Thursday;2017-05-25
12;20;Confederate Heroes Day (Observed);2014-01-20
63;20;Lyndon B. Jonhson Day (Observed);2017-08-28
71;20;Day After Christmas (Observed);2015-12-25
98;34;New year (Observed);2017-01-02
141;42;Assumption of Mary to Heaven;2015-08-15
142;42;New year;2016-01-01
160;42;Easter Monday;2014-04-21
166;42;Easter Monday;2016-03-28
193;48;Whit Monday;2016-05-16
198;48;New year;2016-01-01
217;49;Assumption of Mary to Heaven;2016-08-15
266;88;St Stephen's Day;2017-12-26
271;88;All Saints Day;2014-11-01
281;88;All Saints Day;2016-11-01
292;88;Liberation Day;2015-04-25
365;91;Labour Day;2017-05-01
370;91;All Saints Day;2016-11-01
371;91;Victory in Europe Day;2015-05-08
376;60;Labour Day;2017-05-01
384;60;Bastille Day;2016-07-14
387;60;Christmas Day;2017-12-25
395;60;Armistice Day;2016-11-11
402;60;Labour Day;2015-05-01
414;61;Epiphany;2016-01-06
440;62;All Saints Day;2016-11-01
442;62;Liberation Day;2016-04-25
474;63;Republic Day;2016-06-02
489;63;Liberation Day;2016-04-25
508;64;All Saints Day;2015-11-01
518;64;Epiphany;2017-01-06
536;65;All Saints Day;2017-11-01
560;66;Assumption of Mary to Heaven;2016-08-15
607;68;Immaculate Conception;2015-12-08
622;69;Christmas Day;2016-12-25
625;69;Easter Monday;2015-04-06
633;69;All Saints Day;2015-11-01
642;69;New year;2015-01-01
644;69;All Saints Day;2016-11-01
645;69;Epiphany;2017-01-06
647;86;Liberation Day;2016-04-25
655;86;Republic Day;2017-06-02
660;86;Epiphany;2016-01-06
662;86;New year;2017-01-01
663;86;Easter Monday;2017-04-17
667;86;Immaculate Conception;2016-12-08
682;70;International Workers' Day;2016-05-01
693;70;Immaculate Conception;2015-12-08
699;70;Republic Day;2017-06-02
806;73;Christmas Day;2017-12-25
827;74;International Workers' Day;2015-05-01
885;75;Assumption of Mary to Heaven;2016-08-15
898;76;Assumption of Mary to Heaven;2016-08-15
913;76;Easter Monday;2016-03-28
939;77;Easter Monday;2016-03-28
950;77;Liberation Day;2016-04-25
951;77;Liberation Day;2017-04-25
966;90;Christmas Day;2017-12-25
986;90;Epiphany;2015-01-06
1021;87;Assumption of Mary to Heaven;2016-08-15
1025;87;Republic Day;2017-06-02
1034;87;Liberation Day;2017-04-25
1036;87;Immaculate Conception;2017-12-08
1060;1;Assumption of Mary to Heaven;2017-08-15
1070;1;Liberation Day;2015-04-25
1072;1;Epiphany;2016-01-06
1082;1;Epiphany;2015-01-06
1092;2;New year;2013-01-01
1097;2;Assumption of Mary to Heaven;2014-08-15
1099;2;Christmas Day;2013-12-25
1109;3;St Stephen's Day;2015-12-26
1138;3;All Saints Day;2015-11-01
1140;4;International Workers' Day;2015-05-01
1152;4;Immaculate Conception;2015-12-08
1170;4;Immaculate Conception;2017-12-08
1173;81;All Saints Day;2015-11-01
1196;81;Assumption of Mary to Heaven;2015-08-15
1200;81;Liberation Day;2015-04-25
1236;5;Easter Monday;2017-04-17
1248;5;All Saints Day;2015-11-01
1259;6;International Workers' Day;2017-05-01
1295;83;New year;2015-01-01
1305;83;Christmas Day;2015-12-25
1351;79;Epiphany;2017-01-06
1356;79;New year;2014-01-01
1376;8;St Stephen's Day;2016-12-26
1399;8;Easter Monday;2017-04-17
1407;9;Epiphany;2015-01-06
1421;9;Epiphany;2014-01-06
1422;9;Assumption of Mary to Heaven;2015-08-15
1423;9;New year;2015-01-01
1435;9;Epiphany;2016-01-06
1455;10;Liberation Day;2015-04-25
1494;12;Christmas Day;2015-12-25
1507;12;New year;2016-01-01
1544;13;Epiphany;2016-01-06
1563;13;Liberation Day;2015-04-25
1592;14;Epiphany;2017-01-06
1613;78;Assumption of Mary to Heaven;2016-08-15
1631;15;Easter Monday;2015-04-06
1640;15;New year;2015-01-01
1645;15;Republic Day;2015-06-02
1657;16;Immaculate Conception;2017-12-08
1673;16;Liberation Day;2015-04-25
1714;17;Immaculate Conception;2014-12-08
1744;18;St Stephen's Day;2016-12-26
1761;18;Epiphany;2015-01-06
1783;19;Liberation Day;2015-04-25
1812;84;Christmas Day;2014-12-25
1831;84;Assumption of Mary to Heaven;2016-08-15
1860;80;International Workers' Day;2015-05-01
1863;80;Republic Day;2017-06-02
1867;80;Immaculate Conception;2017-12-08
1871;80;Immaculate Conception;2015-12-08
1908;23;Immaculate Conception;2016-12-08
1957;25;St Stephen's Day;2017-12-26
1978;85;Epiphany;2017-01-06
2003;26;Republic Day;2016-06-02
2029;27;St Stephen's Day;2017-12-26
2034;28;Christmas Day;2015-12-25
2041;28;St Stephen's Day;2016-12-26
2060;28;International Workers' Day;2016-05-01
2063;29;Workers Day substitute;2016-05-02
2068;29;Heritage Day;2014-09-24
2069;29;Workers Day;2015-05-01
2089;29;Boxing Day;2016-12-26
2111;30;National Women Day;2014-08-09
2154;30;Human Rights Day;2016-03-21
2174;31;National Women Day;2016-08-09
2196;31;Youth Day;2015-06-16
2205;31;Human Rights Day;2015-03-21
2207;32;Youth Day;2016-06-16
2208;32;Day of good will;2016-12-26
2221;32;Family Day;2016-03-25
2223;32;Workers Day;2016-05-01
2286;33;Good Friday;2016-03-25
2289;33;Christmas Day substitute;2016-12-26
2315;35;Freedom Day;2015-04-27
2338;35;Christmas Day;2014-12-25
2346;35;Local Elections;2016-08-03
2354;35;New year substitute;2017-01-02
2416;39;All Saints Day;2017-11-01
2423;39;Republic Day;2016-06-02
2439;39;Liberation Day;2017-04-25
2491;43;Immaculate Conception;2016-12-08
2492;43;New year;2014-01-01
2493;43;Good Friday;2014-04-18
2530;44;All Saints Day;2013-11-01
2539;44;St. Stephen's Day (The Second Christmas Day);2015-12-26
2559;44;Good Friday;2017-04-14
2586;44;Easter Monday;2017-04-17
2599;45;International Workers' Day;2016-05-01
2668;50;All Saints Day;2015-11-01
2688;51;Easter Monday;2015-04-06
2689;51;Whit Sunday;2015-05-24
2727;52;Republic Day;2015-06-02
2761;54;Republic Day;2016-06-02
2792;55;Liberation Day;2014-04-25
2840;57;St Stephen's Day;2014-12-26
2851;57;All Saints Day;2016-11-01
2853;57;Epiphany;2015-01-06
2861;57;Liberation Day;2016-04-25
2862;57;Assumption of Mary to Heaven;2016-08-15
2867;57;International Workers' Day;2015-05-01
2895;89;St Stephen's Day;2015-12-26
2897;89;Republic Day;2016-06-02
2910;58;National Holiday;2016-08-01
2919;58;National Holiday;2010-08-01
2920;58;Boxing Day;2011-12-26
2921;58;Ascension Thursday;2012-05-17
2927;58;Labour Day;2014-05-01
2968;58;Labour Day;2009-05-01
2995;58;Easter Sunday;2015-04-05
3043;67;New year;2015-01-01
3053;7;New year;2014-01-01
3071;7;Liberation Day;2015-04-25
3095;11;Assumption of Mary to Heaven;2017-08-15
3120;11;Assumption of Mary to Heaven;2016-08-15
3125;11;All Saints Day;2017-11-01
3134;11;Assumption of Mary to Heaven;2014-08-15
3161;82;Easter Sunday;2017-04-16
3169;82;Ascension Thursday;2016-05-05
3183;82;Christmas Day;2017-12-25
3204;47;Immaculate Conception;2017-12-08
3229;53;St. Stephen's Day;2016-12-26
3250;56;Bastille Day;2017-07-14
3252;56;Whit Monday;2016-05-16
3254;56;Armistice Day;2015-11-11
3265;36;Liberation Day;2017-04-25
3275;36;St Stephen's Day;2017-12-26
3278;36;Assumption of Mary to Heaven;2017-08-15
3286;36;International Workers' Day;2016-05-01
21;20;Christmas Day;2017-12-25
26;20;San Jacinto Day;2014-04-21
43;20;San Jacinto Day;2015-04-21
45;20;Independence Day;2014-07-04
61;20;Emancipation Day in Texas;2014-06-19
65;20;Texas Independence Day;2015-03-02
76;20;Thanksgiving Friday;2017-11-24
