,obs_id,site_id,timestamp,target
3759,1524,81,2015-07-06 10:00:00+00:00,26906.117334831273
3545,3635,87,2015-07-06 11:00:00+00:00,31651.211639747802
1151,1463,81,2015-07-06 14:00:00+00:00,220005.97877732018
3800,2071,83,2015-07-06 18:00:00+00:00,224390.11640837658
3968,4706,90,2015-07-07 03:00:00+00:00,532023.3785987756
2078,1342,81,2015-07-07 12:00:00+00:00,6819.163169839898
1983,5157,91,2015-07-07 16:00:00+00:00,36141.58408137069
2839,2317,84,2015-07-07 17:00:00+00:00,8269.995685566817
3750,1369,81,2015-07-07 22:00:00+00:00,30849.39770533194
879,4522,89,2015-07-08 10:00:00+00:00,2159.1889089056067
2448,3567,87,2015-07-08 19:00:00+00:00,10630.441757801687
2593,673,79,2015-07-08 23:00:00+00:00,8609.665266737138
4336,2155,83,2015-07-08 23:00:00+00:00,41670.525346323455
3631,4842,90,2015-07-09 12:00:00+00:00,2218.295792844383
5309,4224,89,2015-07-10 05:00:00+00:00,45123.84707054599
1937,4278,89,2015-07-10 10:00:00+00:00,223762.19387613918
4770,1224,81,2015-07-10 10:00:00+00:00,546151.838684767
1271,3609,87,2015-07-10 12:00:00+00:00,25685.58904619987
2586,534,79,2015-07-11 00:00:00+00:00,253525.37590150753
4229,3781,87,2015-07-11 01:00:00+00:00,8428.948035624304
2496,4423,89,2015-07-11 04:00:00+00:00,17239.174688298743
874,4468,89,2015-07-11 07:00:00+00:00,23649.82735584034
5012,4766,90,2015-07-11 11:00:00+00:00,13714.74063622126
2124,2012,83,2015-07-11 19:00:00+00:00,34632.2060230848
1410,2244,83,2015-07-12 00:00:00+00:00,2475.9715549321127
1125,1178,81,2015-07-12 01:00:00+00:00,26480.561597965927
1718,497,79,2015-07-12 09:00:00+00:00,516.1297418798132
732,2095,83,2015-07-12 09:00:00+00:00,447370.2897826544
4371,2540,84,2015-07-12 10:00:00+00:00,10966.635101977974
5037,5144,91,2015-07-12 16:00:00+00:00,356897.48265495326
2911,3474,87,2015-07-12 16:00:00+00:00,1138.9095652391313
3110,1417,81,2015-07-13 02:00:00+00:00,77331.46674895231
5044,5227,91,2015-07-13 06:00:00+00:00,580283.6848118186
3808,2145,83,2015-07-13 11:00:00+00:00,8023.782181812474
4356,2414,84,2015-07-13 17:00:00+00:00,5876.991769626721
305,4573,89,2015-07-13 18:00:00+00:00,8913.587348179512
3258,1981,83,2015-07-13 22:00:00+00:00,17326.381756969942
2453,3677,87,2015-07-14 01:00:00+00:00,3360.0156957705717
1984,5200,91,2015-07-14 06:00:00+00:00,43265.485333025266
2931,3826,87,2015-07-14 09:00:00+00:00,48312.48000239383
1546,4883,90,2015-07-14 19:00:00+00:00,133544.25203137338
1570,5223,91,2015-07-15 15:00:00+00:00,3717.8506296278006
4789,1487,81,2015-07-15 19:00:00+00:00,485729.50615353754
1308,4250,89,2015-07-16 10:00:00+00:00,2262.228186131212
1378,5342,91,2015-07-17 02:00:00+00:00,32960.31105241932
4305,5062,91,2015-07-17 16:00:00+00:00,901289.8958355058
1920,4063,88,2015-07-18 13:00:00+00:00,13540.28437745223
517,2427,84,2015-07-18 15:00:00+00:00,1885.7613852900752
430,1209,81,2015-07-18 16:00:00+00:00,6452.5955827869675
5027,5045,91,2015-07-18 17:00:00+00:00,60323.755862113554
4237,3958,88,2015-07-18 19:00:00+00:00,118353.5876870516
609,3614,87,2015-07-18 21:00:00+00:00,16548.62498389297
294,4390,89,2015-07-18 23:00:00+00:00,1846.6562348101568
2117,1960,83,2015-07-19 08:00:00+00:00,3418.233911347384
835,3804,87,2015-07-19 09:00:00+00:00,39029.89722677128
3926,4058,88,2015-07-19 13:00:00+00:00,12549.330281971103
4088,1378,81,2015-07-19 17:00:00+00:00,12219.40749839968
4314,5233,91,2015-07-20 05:00:00+00:00,19729.772746298666
2259,3989,88,2015-07-20 05:00:00+00:00,100014.8242169269
4643,1192,81,2015-07-20 07:00:00+00:00,6312.9938005422555
1397,2050,83,2015-07-20 14:00:00+00:00,33479.90942649303
4928,3702,87,2015-07-20 15:00:00+00:00,2332.300373863773
1509,3988,88,2015-07-20 22:00:00+00:00,25056.325881369667
4265,4419,89,2015-07-20 22:00:00+00:00,21225.36793795012
4613,707,79,2015-07-21 11:00:00+00:00,2765.13399697705
2642,1398,81,2015-07-21 13:00:00+00:00,21393.979137873874
2032,612,79,2015-07-21 22:00:00+00:00,17117.726384229492
3661,5268,91,2015-07-21 23:00:00+00:00,4163.113413810283
1560,5051,91,2015-07-22 04:00:00+00:00,5764.790547203144
4312,5135,91,2015-07-22 05:00:00+00:00,27028.57593563645
4915,3525,87,2015-07-22 08:00:00+00:00,24323.211676376213
3120,1518,81,2015-07-22 12:00:00+00:00,436487.15299769037
4661,1488,81,2015-07-22 13:00:00+00:00,1167771.081284611
4321,5302,91,2015-07-22 18:00:00+00:00,13654.895513202651
3375,2177,83,2015-07-22 18:00:00+00:00,314882.68287948804
4726,420,79,2015-07-22 20:00:00+00:00,175258.7825480976
2698,385,79,2015-07-23 04:00:00+00:00,210845.25194459665
2247,3741,87,2015-07-23 06:00:00+00:00,34928.14972725231
4453,3996,88,2015-07-23 07:00:00+00:00,433915.2255539136
705,5155,91,2015-07-24 00:00:00+00:00,3813.19613404504
4508,4609,90,2015-07-24 03:00:00+00:00,24901.640779633526
141,2027,83,2015-07-24 05:00:00+00:00,1642.391776913446
4126,2037,83,2015-07-24 14:00:00+00:00,18984.47274033029
1405,2172,83,2015-07-24 16:00:00+00:00,2062.2837055203036
4605,574,79,2015-07-24 18:00:00+00:00,941201.5848566715
3538,3532,87,2015-07-24 19:00:00+00:00,570562.4417318854
5019,4853,90,2015-07-24 23:00:00+00:00,6583.865601579254
1427,2593,84,2015-07-25 02:00:00+00:00,33842.18903281468
4437,3682,87,2015-07-25 02:00:00+00:00,1328854.2353721105
3543,3628,87,2015-07-25 04:00:00+00:00,13337.364079848063
4443,3847,88,2015-07-25 18:00:00+00:00,2702.5866757012273
103,1462,81,2015-07-26 10:00:00+00:00,9570.341125889507
392,585,79,2015-07-27 01:00:00+00:00,4435.687248436081
1300,4108,88,2015-07-27 23:00:00+00:00,129104.53403603888
452,1500,81,2015-07-27 23:00:00+00:00,23231.402092273966
1838,2679,84,2015-07-28 01:00:00+00:00,37587.13012379596
2635,1310,81,2015-07-28 04:00:00+00:00,123136.42758615149
1343,4796,90,2015-07-28 07:00:00+00:00,8749.953037035631
1522,4415,89,2015-07-28 09:00:00+00:00,2953.308113640364
5371,5326,91,2015-07-28 23:00:00+00:00,420610.75049712183
5315,4350,89,2015-07-29 08:00:00+00:00,35603.9749008418
381,404,79,2015-07-29 17:00:00+00:00,45.521975113352525
3024,5147,91,2015-07-29 19:00:00+00:00,405782.43503235455
2489,4341,89,2015-07-30 01:00:00+00:00,121582.83271947302
4431,3561,87,2015-07-30 06:00:00+00:00,394133.4417333132
2087,1456,81,2015-07-30 07:00:00+00:00,42353.50580263563
4999,4655,90,2015-07-30 14:00:00+00:00,5439.535426836306
2312,4748,90,2015-07-30 17:00:00+00:00,293792.42197081586
910,4938,90,2015-07-30 18:00:00+00:00,55062.11755324651
4320,5300,91,2015-07-31 03:00:00+00:00,24430.181077882473
3107,1383,81,2015-07-31 05:00:00+00:00,10655.8013309651
4965,4147,88,2015-07-31 06:00:00+00:00,29937.793073243578
1765,1298,81,2015-07-31 15:00:00+00:00,5263.758043832024
321,4928,90,2015-07-31 16:00:00+00:00,237.111425887408
601,3568,87,2015-07-31 18:00:00+00:00,4094.8860567900324
2640,1355,81,2015-08-01 03:00:00+00:00,8231.505444561815
3811,2190,83,2015-08-01 10:00:00+00:00,255783.54240945546
325,5024,91,2015-08-01 14:00:00+00:00,277290.07472452824
1043,1972,83,2015-08-02 14:00:00+00:00,23695.105459272756
520,2543,84,2015-08-02 15:00:00+00:00,301.52610326974576
4950,3938,88,2015-08-02 16:00:00+00:00,185487.57044131
1540,4751,90,2015-08-03 00:00:00+00:00,82062.68094639857
1976,5015,91,2015-08-03 03:00:00+00:00,6223.0994340256675
2648,1527,81,2015-08-03 08:00:00+00:00,7151.8950420642195
912,4953,90,2015-08-03 08:00:00+00:00,181654.6157199283
4702,1995,83,2015-08-03 09:00:00+00:00,10005.616525480727
5288,3760,87,2015-08-03 13:00:00+00:00,54749.33208481759
3065,616,79,2015-08-04 01:00:00+00:00,38720.80257015078
3712,745,79,2015-08-04 02:00:00+00:00,700274.4519000372
5344,4836,90,2015-08-04 09:00:00+00:00,16191.579802084389
3166,412,79,2015-08-04 14:00:00+00:00,17624.396107399465
1359,5044,91,2015-08-04 16:00:00+00:00,9653.178506028533
242,3608,87,2015-08-04 17:00:00+00:00,4865.993874120448
2369,2424,84,2015-08-04 18:00:00+00:00,8550.563512564066
3397,4140,88,2015-08-04 22:00:00+00:00,31951.94238238926
2149,2318,84,2015-08-05 00:00:00+00:00,24489.153449326994
1401,2138,83,2015-08-05 00:00:00+00:00,3713.7483643514033
3965,4667,90,2015-08-05 10:00:00+00:00,2065.903859018523
2956,4149,88,2015-08-05 14:00:00+00:00,92448.12311568939
4079,1205,81,2015-08-05 20:00:00+00:00,6634.5087234525145
1139,1332,81,2015-08-05 22:00:00+00:00,2992.9860814041926
749,2455,84,2015-08-05 23:00:00+00:00,393775.50219804095
149,2183,83,2015-08-06 08:00:00+00:00,1651.2531281261138
1955,4651,90,2015-08-06 13:00:00+00:00,42325.557996186355
484,2002,83,2015-08-06 15:00:00+00:00,4578.651088952136
5015,4808,90,2015-08-07 01:00:00+00:00,46057.8589571311
4700,1970,83,2015-08-07 02:00:00+00:00,397179.5467744376
3948,4398,89,2015-08-07 08:00:00+00:00,27708.729100995784
1805,2010,83,2015-08-07 10:00:00+00:00,21722.46495989643
4769,1196,81,2015-08-07 23:00:00+00:00,1098199.712387092
3385,2403,84,2015-08-08 04:00:00+00:00,18699.312725493375
3826,2488,84,2015-08-08 05:00:00+00:00,20905.34533919984
269,4018,88,2015-08-08 11:00:00+00:00,335.8377402593557
4949,3918,88,2015-08-08 22:00:00+00:00,8443.327675672206
136,1971,83,2015-08-09 04:00:00+00:00,6282.366608089895
1905,3749,87,2015-08-09 08:00:00+00:00,3987.576163516994
4934,3762,87,2015-08-09 09:00:00+00:00,543817.0165959436
1719,509,79,2015-08-09 14:00:00+00:00,4463.601365408837
239,3501,87,2015-08-09 23:00:00+00:00,36613.30170674331
1804,1993,83,2015-08-10 02:00:00+00:00,836.5548105641352
1903,3723,87,2015-08-10 05:00:00+00:00,21137.79565021593
3919,3980,88,2015-08-10 08:00:00+00:00,189690.31462543423
1333,4593,89,2015-08-10 14:00:00+00:00,1988.843887445321
4830,2042,83,2015-08-10 18:00:00+00:00,24208.942540726006
443,1440,81,2015-08-10 23:00:00+00:00,1841.6281988753526
636,4004,88,2015-08-10 23:00:00+00:00,10355.431188377745
2471,4054,88,2015-08-11 03:00:00+00:00,3225.891800915674
4216,3606,87,2015-08-11 19:00:00+00:00,278753.95428949624
1346,4816,90,2015-08-12 04:00:00+00:00,15453.270458055724
2241,3694,87,2015-08-12 08:00:00+00:00,13681.710070318495
1510,3999,88,2015-08-12 17:00:00+00:00,9928.584243951236
4209,3537,87,2015-08-13 11:00:00+00:00,3499.22857388222
741,2268,83,2015-08-14 01:00:00+00:00,72674.93766470932
4546,5229,91,2015-08-14 17:00:00+00:00,12695.053860795266
4043,725,79,2015-08-15 05:00:00+00:00,338131.94696208916
499,2240,83,2015-08-15 14:00:00+00:00,17039.397976242577
4439,3768,87,2015-08-15 19:00:00+00:00,483383.1034974527
3839,2686,84,2015-08-15 22:00:00+00:00,22104.92887256012
1134,1300,81,2015-08-16 07:00:00+00:00,3954.0463080507625
2278,4211,88,2015-08-16 07:00:00+00:00,19957.844593753303
2511,4664,90,2015-08-16 08:00:00+00:00,48451.18344116469
1137,1315,81,2015-08-16 13:00:00+00:00,55772.86095679003
5005,4695,90,2015-08-16 18:00:00+00:00,47292.04123382046
4854,2472,84,2015-08-16 23:00:00+00:00,58432.955831656654
512,2400,84,2015-08-17 02:00:00+00:00,6610.874118244863
610,3638,87,2015-08-17 05:00:00+00:00,10150.977729842198
2781,1469,81,2015-08-17 11:00:00+00:00,464619.4163457865
5336,4753,90,2015-08-17 14:00:00+00:00,19933.707258253336
1121,1159,81,2015-08-17 18:00:00+00:00,3327.9843712154566
2670,1948,83,2015-08-17 20:00:00+00:00,11074.296254825484
291,4358,89,2015-08-17 20:00:00+00:00,36364.81006859413
5048,5306,91,2015-08-17 20:00:00+00:00,2086.04027840314
3508,5182,91,2015-08-18 02:00:00+00:00,64733.300920797024
2997,4743,90,2015-08-18 04:00:00+00:00,2617.3509803683087
4204,3488,87,2015-08-18 04:00:00+00:00,18290.61868727019
3711,682,79,2015-08-18 05:00:00+00:00,32455.681054971785
4979,4296,89,2015-08-18 13:00:00+00:00,23198.962496381155
1190,2004,83,2015-08-18 13:00:00+00:00,81691.63156870348
2340,5205,91,2015-08-18 18:00:00+00:00,8328.475358448446
2701,438,79,2015-08-18 18:00:00+00:00,34123.01669352535
4829,2028,83,2015-08-19 01:00:00+00:00,396286.9008897537
5313,4338,89,2015-08-19 04:00:00+00:00,6582.790143143551
5021,4873,90,2015-08-19 06:00:00+00:00,16930.326517053367
4206,3497,87,2015-08-19 21:00:00+00:00,34298.37997476978
1214,2501,84,2015-08-20 02:00:00+00:00,54.48385279740021
4658,1434,81,2015-08-20 03:00:00+00:00,436007.3290199254
1909,3803,87,2015-08-20 05:00:00+00:00,6333.178064630291
3179,607,79,2015-08-20 08:00:00+00:00,365112.4326120156
4494,4413,89,2015-08-20 15:00:00+00:00,294245.85202688054
2326,4962,90,2015-08-21 01:00:00+00:00,102354.59244010753
2784,1509,81,2015-08-21 11:00:00+00:00,1045056.0732103803
4291,4835,90,2015-08-21 13:00:00+00:00,1340.2115461211035
4953,3986,88,2015-08-21 14:00:00+00:00,8265.469001270973
2533,5034,91,2015-08-21 21:00:00+00:00,11331.526050199825
667,4595,89,2015-08-21 23:00:00+00:00,16833.996905148342
477,1929,83,2015-08-22 07:00:00+00:00,25984.117717068973
4862,2566,84,2015-08-22 09:00:00+00:00,563497.2425431688
4663,1522,81,2015-08-22 15:00:00+00:00,796196.3021493595
335,5186,91,2015-08-23 03:00:00+00:00,5463.713702397887
2729,732,79,2015-08-23 05:00:00+00:00,7356.953144217658
4298,4963,90,2015-08-23 07:00:00+00:00,34320.00276209038
5201,2569,84,2015-08-23 09:00:00+00:00,18477.043073940375
1312,4282,89,2015-08-23 15:00:00+00:00,87279.2741254856
1613,715,79,2015-08-23 21:00:00+00:00,7694.650558293477
505,2353,84,2015-08-24 00:00:00+00:00,19656.97914926507
3620,4656,90,2015-08-24 05:00:00+00:00,16651.74711812411
4640,1166,81,2015-08-24 09:00:00+00:00,50132.145960466805
2542,5138,91,2015-08-24 09:00:00+00:00,22479.93495078713
1403,2143,83,2015-08-24 15:00:00+00:00,430.45515070949324
1969,4880,90,2015-08-24 21:00:00+00:00,177825.63325690074
255,3825,87,2015-08-25 01:00:00+00:00,5077.211786720184
3975,4848,90,2015-08-25 11:00:00+00:00,23355.585543183697
2305,4650,90,2015-08-25 15:00:00+00:00,120286.07981366459
5050,5331,91,2015-08-25 16:00:00+00:00,17804.795437199995
447,1466,81,2015-08-26 08:00:00+00:00,655398.6081983864
5091,623,79,2015-08-26 14:00:00+00:00,224752.81468542028
4971,4193,88,2015-08-27 00:00:00+00:00,544391.4961841069
5290,3791,87,2015-08-27 08:00:00+00:00,29758.517870347503
2769,1227,81,2015-08-27 08:00:00+00:00,70959.36077783127
5360,5089,91,2015-08-27 19:00:00+00:00,1088424.718719862
4288,4780,90,2015-08-28 00:00:00+00:00,43985.82873101684
47,542,79,2015-08-28 05:00:00+00:00,7289.372107115591
708,5179,91,2015-08-28 14:00:00+00:00,1524.7417953570734
1216,2560,84,2015-08-28 20:00:00+00:00,22324.140280050942
4918,3565,87,2015-08-29 10:00:00+00:00,23523.775962189695
2076,1333,81,2015-08-29 18:00:00+00:00,35882.51706561849
4378,2604,84,2015-08-30 02:00:00+00:00,23216.932771562857
4365,2516,84,2015-08-30 03:00:00+00:00,16034.82494638685
3902,3669,87,2015-08-30 16:00:00+00:00,57207.747741882995
2470,4045,88,2015-08-31 09:00:00+00:00,5468.364346546261
1758,1174,81,2015-09-01 00:00:00+00:00,6970.773747399359
2763,1163,81,2015-09-01 13:00:00+00:00,16341.151783545243
158,2301,83,2015-09-01 15:00:00+00:00,8051.472849990911
4857,2504,84,2015-09-02 02:00:00+00:00,28266.34045022269
3103,1348,81,2015-09-02 06:00:00+00:00,468219.15900060564
4271,4556,89,2015-09-02 11:00:00+00:00,5998.403031990312
3621,4662,90,2015-09-02 14:00:00+00:00,295128.0216772911
1500,3814,87,2015-09-02 17:00:00+00:00,160010.73042984575
1358,5033,91,2015-09-03 17:00:00+00:00,3109.6628912881415
1527,4467,89,2015-09-03 19:00:00+00:00,2913.8959644192046
503,2304,84,2015-09-03 21:00:00+00:00,7658.429567622855
2824,2098,83,2015-09-03 22:00:00+00:00,46172.793319048826
892,4700,90,2015-09-03 23:00:00+00:00,10573.591274481074
940,5359,91,2015-09-04 09:00:00+00:00,516564.8878031549
2271,4145,88,2015-09-04 10:00:00+00:00,31509.499076353626
5331,4644,90,2015-09-04 12:00:00+00:00,33189.58485235674
265,3965,88,2015-09-04 15:00:00+00:00,13663.747667153799
2508,4622,90,2015-09-04 21:00:00+00:00,34326.04252403386
1488,3492,87,2015-09-05 01:00:00+00:00,1837.4252077421625
348,5338,91,2015-09-05 12:00:00+00:00,22887.62286142647
501,2257,83,2015-09-05 17:00:00+00:00,1703.708667237172
2846,2405,84,2015-09-05 17:00:00+00:00,24620.97196365469
3962,4613,90,2015-09-06 01:00:00+00:00,44933.91672557542
1484,3459,87,2015-09-06 06:00:00+00:00,22186.598991060204
1768,1353,81,2015-09-06 10:00:00+00:00,2856.489387054741
4486,4384,89,2015-09-06 11:00:00+00:00,39001.599134088094
3226,1334,81,2015-09-06 16:00:00+00:00,3786.8134029333487
131,1943,83,2015-09-07 08:00:00+00:00,4269.723512168161
4919,3571,87,2015-09-07 11:00:00+00:00,32347.76501847073
4147,2382,84,2015-09-07 14:00:00+00:00,6754.964520308798
5264,3522,87,2015-09-08 09:00:00+00:00,16870.5842782358
2829,2173,83,2015-09-08 09:00:00+00:00,560559.1660013611
5126,1277,81,2015-09-08 11:00:00+00:00,165364.44775306754
3273,2282,83,2015-09-08 14:00:00+00:00,8009.740413649041
1332,4591,89,2015-09-08 19:00:00+00:00,21555.540997986798
2973,4505,89,2015-09-08 21:00:00+00:00,41295.19006570774
4205,3494,87,2015-09-09 00:00:00+00:00,33711.99618432198
617,3774,87,2015-09-09 05:00:00+00:00,5273.902607865579
1205,2365,84,2015-09-09 08:00:00+00:00,184779.70952916078
2940,3897,88,2015-09-09 08:00:00+00:00,1897.9657598560716
611,3639,87,2015-09-09 11:00:00+00:00,169561.47143903997
2529,4945,90,2015-09-09 18:00:00+00:00,20875.32456806865
4222,3716,87,2015-09-09 19:00:00+00:00,23834.42946113906
442,1427,81,2015-09-09 19:00:00+00:00,3951.9064542067545
2374,2635,84,2015-09-10 10:00:00+00:00,7550.421673045217
876,4497,89,2015-09-10 11:00:00+00:00,37152.826028647934
3927,4080,88,2015-09-10 20:00:00+00:00,2213.6589374233736
740,2253,83,2015-09-11 06:00:00+00:00,4927.704269368092
1963,4775,90,2015-09-11 08:00:00+00:00,38892.61542029844
2776,1329,81,2015-09-11 10:00:00+00:00,367.68918300464895
4090,1406,81,2015-09-11 14:00:00+00:00,227127.95016711397
2731,736,79,2015-09-11 20:00:00+00:00,431605.08372009936
3408,4333,89,2015-09-11 23:00:00+00:00,24430.93482792368
5328,4602,89,2015-09-12 02:00:00+00:00,49207.52432013724
1954,4619,90,2015-09-12 02:00:00+00:00,7788.128861144965
4492,4406,89,2015-09-12 03:00:00+00:00,9896.544342632866
3806,2126,83,2015-09-12 20:00:00+00:00,25122.426462824416
5206,2643,84,2015-09-12 21:00:00+00:00,20859.16517666646
180,2521,84,2015-09-13 02:00:00+00:00,2783.922519058588
4519,4770,90,2015-09-13 04:00:00+00:00,45072.91901386269
838,3905,88,2015-09-13 08:00:00+00:00,5939.8983155256965
1664,1437,81,2015-09-13 18:00:00+00:00,4780.325688955141
4131,2084,83,2015-09-14 03:00:00+00:00,25077.421270715065
1123,1168,81,2015-09-14 04:00:00+00:00,12250.592535729704
2328,4973,90,2015-09-14 09:00:00+00:00,6029.894174181811
2163,2557,84,2015-09-14 17:00:00+00:00,464.1340831543627
1661,1389,81,2015-09-15 13:00:00+00:00,1742.4002394081235
90,1305,81,2015-09-15 16:00:00+00:00,425.44719726971834
1562,5090,91,2015-09-15 23:00:00+00:00,2864.375593651755
1330,4578,89,2015-09-15 23:00:00+00:00,3073.875428890106
3066,641,79,2015-09-16 10:00:00+00:00,319131.41036234685
2276,4201,88,2015-09-16 19:00:00+00:00,1386.7348838258833
5366,5248,91,2015-09-16 21:00:00+00:00,355308.7910628851
4274,4625,90,2015-09-17 02:00:00+00:00,22881.33107594984
3525,5264,91,2015-09-17 03:00:00+00:00,8763.516240339024
4995,4548,89,2015-09-17 07:00:00+00:00,18551.635414897013
3277,2434,84,2015-09-17 09:00:00+00:00,2081.5786672885192
3275,2341,84,2015-09-17 13:00:00+00:00,1224861.0078506148
3710,678,79,2015-09-17 14:00:00+00:00,45915.36413597302
3102,1328,81,2015-09-17 17:00:00+00:00,367871.7367092718
702,5149,91,2015-09-17 18:00:00+00:00,3840.9308957215494
4552,5358,91,2015-09-18 15:00:00+00:00,21903.85834575945
438,1384,81,2015-09-18 23:00:00+00:00,26429.476583084637
1353,4930,90,2015-09-19 01:00:00+00:00,2434.528430421072
3812,2192,83,2015-09-19 20:00:00+00:00,48273.08855107635
3796,2047,83,2015-09-19 23:00:00+00:00,39476.4759533313
935,5297,91,2015-09-20 06:00:00+00:00,2020.617446975449
4542,5122,91,2015-09-20 11:00:00+00:00,52675.583955419526
3389,2490,84,2015-09-20 18:00:00+00:00,1112902.5914063083
5364,5175,91,2015-09-20 18:00:00+00:00,364801.5219945116
80,1153,81,2015-09-20 19:00:00+00:00,16102.198043014427
1398,2079,83,2015-09-21 01:00:00+00:00,1820.7854971773509
4264,4412,89,2015-09-22 10:00:00+00:00,2434.7111703107266
87,1256,81,2015-09-22 16:00:00+00:00,850.6574258408803
2017,422,79,2015-09-22 20:00:00+00:00,3087.1944349231544
2587,547,79,2015-09-23 00:00:00+00:00,239300.8323986711
1503,3865,88,2015-09-23 14:00:00+00:00,248473.72606588868
1520,4364,89,2015-09-23 17:00:00+00:00,17621.68297782312
1811,2096,83,2015-09-23 19:00:00+00:00,397961.25418417953
5139,1517,81,2015-09-23 20:00:00+00:00,32191.937871407543
3502,5018,91,2015-09-23 23:00:00+00:00,7451.776516422469
3591,4313,89,2015-09-24 03:00:00+00:00,2642.358442556282
1760,1203,81,2015-09-24 04:00:00+00:00,2535.654760306619
4120,1921,83,2015-09-24 04:00:00+00:00,22593.40332424282
1773,1513,81,2015-09-24 14:00:00+00:00,416.7566982294481
3904,3729,87,2015-09-24 15:00:00+00:00,848795.5133310242
4992,4520,89,2015-09-24 16:00:00+00:00,1180150.2308414453
608,3613,87,2015-09-24 20:00:00+00:00,429325.90765333606
3257,1973,83,2015-09-25 01:00:00+00:00,1939.141729657519
1989,5327,91,2015-09-25 02:00:00+00:00,12173.085242853214
1536,4594,89,2015-09-25 04:00:00+00:00,14627.958467272629
3227,1345,81,2015-09-25 13:00:00+00:00,18777.058617531813
4259,4326,89,2015-09-26 00:00:00+00:00,65605.62741064896
1598,419,79,2015-09-26 02:00:00+00:00,5445.615469265874
1660,1381,81,2015-09-26 10:00:00+00:00,25428.99774432157
3744,1259,81,2015-09-26 19:00:00+00:00,10840.831873656618
3101,1323,81,2015-09-27 00:00:00+00:00,54636.5697407906
2556,5310,91,2015-09-27 00:00:00+00:00,5769.406028434214
105,1476,81,2015-09-27 01:00:00+00:00,6594.904454050685
1579,5336,91,2015-09-27 03:00:00+00:00,2834.420288877716
2775,1326,81,2015-09-27 08:00:00+00:00,209631.70644170028
3956,4526,89,2015-09-27 10:00:00+00:00,15403.880307692409
4161,2667,84,2015-09-27 21:00:00+00:00,275220.9272428659
2782,1472,81,2015-09-28 01:00:00+00:00,23883.87481517195
1495,3686,87,2015-09-28 02:00:00+00:00,117219.26870635308
5014,4801,90,2015-09-28 06:00:00+00:00,66401.22915020616
2222,3460,87,2015-09-28 06:00:00+00:00,38488.44666132002
1902,3700,87,2015-09-28 14:00:00+00:00,37683.36437370603
3105,1366,81,2015-09-28 14:00:00+00:00,26971.510962946933
3742,1241,81,2015-09-28 16:00:00+00:00,67230.7886633774
873,4458,89,2015-09-28 17:00:00+00:00,13654.447751973752
1573,5274,91,2015-09-28 20:00:00+00:00,6441.096932569092
1990,5333,91,2015-09-29 12:00:00+00:00,9293.463001872558
1015,1436,81,2015-09-29 19:00:00+00:00,7693.152725591074
489,2092,83,2015-09-29 22:00:00+00:00,2478.555161691017
4248,4134,88,2015-09-30 01:00:00+00:00,28567.992039553938
3947,4367,89,2015-09-30 02:00:00+00:00,11863.044502091363
530,2636,84,2015-09-30 03:00:00+00:00,6131.948552257312
4210,3539,87,2015-09-30 17:00:00+00:00,5245.039127911139
3112,1451,81,2015-09-30 19:00:00+00:00,23380.54250185268
3664,5298,91,2015-09-30 20:00:00+00:00,28539.144682298363
448,1479,81,2015-10-01 03:00:00+00:00,5425.428952437656
1962,4752,90,2015-10-01 03:00:00+00:00,7800.421214571875
1553,4956,90,2015-10-01 14:00:00+00:00,17042.167218192393
53,686,79,2015-10-01 19:00:00+00:00,9628.217350984722
5161,2013,83,2015-10-01 23:00:00+00:00,734656.1508988914
4133,2110,83,2015-10-02 09:00:00+00:00,6115.987320162892
441,1391,81,2015-10-02 09:00:00+00:00,519526.34360957064
4495,4414,89,2015-10-02 21:00:00+00:00,44432.814192983235
1601,491,79,2015-10-03 03:00:00+00:00,48574.98181422564
5193,2497,84,2015-10-03 07:00:00+00:00,56097.14447665717
5198,2554,84,2015-10-03 11:00:00+00:00,38440.625335670404
1922,4085,88,2015-10-03 12:00:00+00:00,1482.9805273522331
3092,1175,81,2015-10-03 17:00:00+00:00,133001.2548968651
3786,1932,83,2015-10-04 03:00:00+00:00,370796.3953844347
1529,4477,89,2015-10-04 20:00:00+00:00,6419.496614955801
4382,2675,84,2015-10-05 07:00:00+00:00,60866.724178352786
1912,3858,88,2015-10-05 23:00:00+00:00,3622.531644143477
2467,4025,88,2015-10-06 02:00:00+00:00,6809.973971888276
2699,390,79,2015-10-06 08:00:00+00:00,9613.517070214739
5272,3640,87,2015-10-06 19:00:00+00:00,292749.7271126858
684,4887,90,2015-10-06 22:00:00+00:00,1766.2482292812638
2730,735,79,2015-10-06 22:00:00+00:00,211087.4381220527
4609,621,79,2015-10-07 00:00:00+00:00,4933.184136689933
2838,2316,84,2015-10-07 03:00:00+00:00,11177.53687940864
4469,4163,88,2015-10-07 06:00:00+00:00,49860.06272659254
3989,5017,91,2015-10-07 13:00:00+00:00,561.8022458463436
386,458,79,2015-10-07 15:00:00+00:00,21979.28207118563
1296,4068,88,2015-10-07 17:00:00+00:00,143642.30313525832
590,3461,87,2015-10-07 19:00:00+00:00,54567.272550569454
4993,4540,89,2015-10-08 00:00:00+00:00,557917.2561960765
293,4379,89,2015-10-08 21:00:00+00:00,3360.9523626696364
2172,2665,84,2015-10-09 02:00:00+00:00,67324.4699522451
5207,2647,84,2015-10-09 04:00:00+00:00,156470.4310131689
677,4731,90,2015-10-09 07:00:00+00:00,54632.82018620202
