,obs_id,site_id,timestamp,leaderboard_target,target
1081,1123,81,2015-08-16 13:00:00+00:00,public,55772.86095679003
1082,4071,90,2015-08-16 18:00:00+00:00,public,47292.04123382046
1083,2136,84,2015-08-16 23:00:00+00:00,public,58432.955831656654
1084,2064,84,2015-08-17 02:00:00+00:00,public,6610.874118244863
1085,3158,87,2015-08-17 05:00:00+00:00,public,10150.977729842198
1086,1277,81,2015-08-17 11:00:00+00:00,private,464619.4163457865
1087,4129,90,2015-08-17 14:00:00+00:00,public,19933.707258253336
1088,3782,89,2015-08-17 20:00:00+00:00,public,36364.81006859413
1089,4634,91,2015-08-17 20:00:00+00:00,private,2086.04027840314
1090,4510,91,2015-08-18 02:00:00+00:00,public,64733.300920797024
1091,4119,90,2015-08-18 04:00:00+00:00,public,2617.3509803683087
1092,586,79,2015-08-18 05:00:00+00:00,private,32455.681054971785
1093,3720,89,2015-08-18 13:00:00+00:00,public,23198.962496381155
1094,1716,83,2015-08-18 13:00:00+00:00,public,81691.63156870348
1095,4533,91,2015-08-18 18:00:00+00:00,public,8328.475358448446
1096,342,79,2015-08-18 18:00:00+00:00,public,34123.01669352535
1097,1740,83,2015-08-19 01:00:00+00:00,public,396286.9008897537
1098,3762,89,2015-08-19 04:00:00+00:00,public,6582.790143143551
1099,4249,90,2015-08-19 06:00:00+00:00,private,16930.326517053367
1100,2165,84,2015-08-20 02:00:00+00:00,public,54.48385279740021
1101,1242,81,2015-08-20 03:00:00+00:00,private,436007.3290199254
1102,3323,87,2015-08-20 05:00:00+00:00,private,6333.178064630291
1103,511,79,2015-08-20 08:00:00+00:00,private,365112.4326120156
1104,3837,89,2015-08-20 15:00:00+00:00,public,294245.85202688054
1105,4338,90,2015-08-21 01:00:00+00:00,private,102354.59244010753
1106,1317,81,2015-08-21 11:00:00+00:00,private,1045056.0732103803
1107,4211,90,2015-08-21 13:00:00+00:00,private,1340.2115461211035
1108,3458,88,2015-08-21 14:00:00+00:00,public,8265.469001270973
1109,4019,89,2015-08-21 23:00:00+00:00,private,16833.996905148342
1110,2230,84,2015-08-22 09:00:00+00:00,private,563497.2425431688
1111,1330,81,2015-08-22 15:00:00+00:00,private,796196.3021493595
1112,4514,91,2015-08-23 03:00:00+00:00,public,5463.713702397887
1113,636,79,2015-08-23 05:00:00+00:00,private,7356.953144217658
1114,4339,90,2015-08-23 07:00:00+00:00,private,34320.00276209038
1115,2233,84,2015-08-23 09:00:00+00:00,private,18477.043073940375
1116,3706,89,2015-08-23 15:00:00+00:00,public,87279.2741254856
1117,619,79,2015-08-23 21:00:00+00:00,private,7694.650558293477
1118,2017,84,2015-08-24 00:00:00+00:00,public,19656.97914926507
1119,4032,90,2015-08-24 05:00:00+00:00,public,16651.74711812411
1120,4466,91,2015-08-24 09:00:00+00:00,public,22479.93495078713
1121,1855,83,2015-08-24 15:00:00+00:00,private,430.45515070949324
1122,4256,90,2015-08-24 21:00:00+00:00,private,177825.63325690074
1123,3345,87,2015-08-25 01:00:00+00:00,private,5077.211786720184
1124,4224,90,2015-08-25 11:00:00+00:00,private,23355.585543183697
1125,4659,91,2015-08-25 16:00:00+00:00,private,17804.795437199995
1126,1274,81,2015-08-26 08:00:00+00:00,private,655398.6081983864
1127,527,79,2015-08-26 14:00:00+00:00,private,224752.81468542028
1128,3665,88,2015-08-27 00:00:00+00:00,private,544391.4961841069
1129,3311,87,2015-08-27 08:00:00+00:00,private,29758.517870347503
1130,1035,81,2015-08-27 08:00:00+00:00,public,70959.36077783127
1131,4417,91,2015-08-27 19:00:00+00:00,public,1088424.718719862
1132,4156,90,2015-08-28 00:00:00+00:00,public,43985.82873101684
1133,446,79,2015-08-28 05:00:00+00:00,public,7289.372107115591
1134,4507,91,2015-08-28 14:00:00+00:00,public,1524.7417953570734
1135,2224,84,2015-08-28 20:00:00+00:00,private,22324.140280050942
1136,3085,87,2015-08-29 10:00:00+00:00,public,23523.775962189695
1137,1141,81,2015-08-29 18:00:00+00:00,public,35882.51706561849
1138,2268,84,2015-08-30 02:00:00+00:00,private,23216.932771562857
1139,2180,84,2015-08-30 03:00:00+00:00,public,16034.82494638685
1140,3189,87,2015-08-30 16:00:00+00:00,public,57207.747741882995
1141,3517,88,2015-08-31 09:00:00+00:00,public,5468.364346546261
1142,2013,83,2015-09-01 15:00:00+00:00,private,8051.472849990911
1143,2168,84,2015-09-02 02:00:00+00:00,public,28266.34045022269
1144,1156,81,2015-09-02 06:00:00+00:00,public,468219.15900060564
1145,3980,89,2015-09-02 11:00:00+00:00,private,5998.403031990312
1146,4038,90,2015-09-02 14:00:00+00:00,public,295128.0216772911
1147,3334,87,2015-09-02 17:00:00+00:00,private,160010.73042984575
1148,3891,89,2015-09-03 19:00:00+00:00,private,2913.8959644192046
1149,1810,83,2015-09-03 22:00:00+00:00,public,46172.793319048826
1150,4076,90,2015-09-03 23:00:00+00:00,public,10573.591274481074
1151,4687,91,2015-09-04 09:00:00+00:00,private,516564.8878031549
1152,3617,88,2015-09-04 10:00:00+00:00,private,31509.499076353626
1153,3437,88,2015-09-04 15:00:00+00:00,public,13663.747667153799
1154,4666,91,2015-09-05 12:00:00+00:00,private,22887.62286142647
1155,1969,83,2015-09-05 17:00:00+00:00,private,1703.708667237172
1156,2069,84,2015-09-05 17:00:00+00:00,public,24620.97196365469
1157,1161,81,2015-09-06 10:00:00+00:00,public,2856.489387054741
1158,3808,89,2015-09-06 11:00:00+00:00,public,39001.599134088094
1159,1142,81,2015-09-06 16:00:00+00:00,public,3786.8134029333487
1160,3091,87,2015-09-07 11:00:00+00:00,public,32347.76501847073
1161,2046,84,2015-09-07 14:00:00+00:00,public,6754.964520308798
1162,3042,87,2015-09-08 09:00:00+00:00,public,16870.5842782358
1163,1885,83,2015-09-08 09:00:00+00:00,private,560559.1660013611
1164,1085,81,2015-09-08 11:00:00+00:00,public,165364.44775306754
1165,1994,83,2015-09-08 14:00:00+00:00,private,8009.740413649041
1166,4015,89,2015-09-08 19:00:00+00:00,private,21555.540997986798
1167,3929,89,2015-09-08 21:00:00+00:00,private,41295.19006570774
1168,3294,87,2015-09-09 05:00:00+00:00,private,5273.902607865579
1169,2029,84,2015-09-09 08:00:00+00:00,public,184779.70952916078
1170,3369,88,2015-09-09 08:00:00+00:00,public,1897.9657598560716
1171,3159,87,2015-09-09 11:00:00+00:00,public,169561.47143903997
1172,4321,90,2015-09-09 18:00:00+00:00,private,20875.32456806865
1173,3236,87,2015-09-09 19:00:00+00:00,private,23834.42946113906
1174,1235,81,2015-09-09 19:00:00+00:00,private,3951.9064542067545
1175,2299,84,2015-09-10 10:00:00+00:00,private,7550.421673045217
1176,3921,89,2015-09-10 11:00:00+00:00,private,37152.826028647934
1177,3552,88,2015-09-10 20:00:00+00:00,private,2213.6589374233736
1178,1965,83,2015-09-11 06:00:00+00:00,private,4927.704269368092
1179,4151,90,2015-09-11 08:00:00+00:00,public,38892.61542029844
1180,1137,81,2015-09-11 10:00:00+00:00,public,367.68918300464895
1181,1214,81,2015-09-11 14:00:00+00:00,private,227127.95016711397
1182,640,79,2015-09-11 20:00:00+00:00,private,431605.08372009936
1183,3757,89,2015-09-11 23:00:00+00:00,public,24430.93482792368
1184,4026,89,2015-09-12 02:00:00+00:00,private,49207.52432013724
1185,3830,89,2015-09-12 03:00:00+00:00,public,9896.544342632866
1186,1838,83,2015-09-12 20:00:00+00:00,public,25122.426462824416
1187,2307,84,2015-09-12 21:00:00+00:00,private,20859.16517666646
1188,2185,84,2015-09-13 02:00:00+00:00,private,2783.922519058588
1189,4146,90,2015-09-13 04:00:00+00:00,public,45072.91901386269
1190,3377,88,2015-09-13 08:00:00+00:00,public,5939.8983155256965
1191,1245,81,2015-09-13 18:00:00+00:00,private,4780.325688955141
1192,1796,83,2015-09-14 03:00:00+00:00,public,25077.421270715065
1193,4349,90,2015-09-14 09:00:00+00:00,private,6029.894174181811
1194,2221,84,2015-09-14 17:00:00+00:00,private,464.1340831543627
1195,1197,81,2015-09-15 13:00:00+00:00,private,1742.4002394081235
1196,1113,81,2015-09-15 16:00:00+00:00,public,425.44719726971834
1197,4418,91,2015-09-15 23:00:00+00:00,public,2864.375593651755
1198,4002,89,2015-09-15 23:00:00+00:00,private,3073.875428890106
1199,545,79,2015-09-16 10:00:00+00:00,private,319131.41036234685
1200,3673,88,2015-09-16 19:00:00+00:00,private,1386.7348838258833
1201,4576,91,2015-09-16 21:00:00+00:00,private,355308.7910628851
1202,4592,91,2015-09-17 03:00:00+00:00,private,8763.516240339024
1203,3972,89,2015-09-17 07:00:00+00:00,private,18551.635414897013
1204,2098,84,2015-09-17 09:00:00+00:00,public,2081.5786672885192
1205,582,79,2015-09-17 14:00:00+00:00,private,45915.36413597302
1206,1136,81,2015-09-17 17:00:00+00:00,public,367871.7367092718
1207,4477,91,2015-09-17 18:00:00+00:00,public,3840.9308957215494
1208,4686,91,2015-09-18 15:00:00+00:00,private,21903.85834575945
1209,1192,81,2015-09-18 23:00:00+00:00,private,26429.476583084637
1210,4306,90,2015-09-19 01:00:00+00:00,private,2434.528430421072
1211,1904,83,2015-09-19 20:00:00+00:00,private,48273.08855107635
1212,1759,83,2015-09-19 23:00:00+00:00,public,39476.4759533313
1213,4625,91,2015-09-20 06:00:00+00:00,private,2020.617446975449
1214,4450,91,2015-09-20 11:00:00+00:00,public,52675.583955419526
1215,2154,84,2015-09-20 18:00:00+00:00,public,1112902.5914063083
1216,4503,91,2015-09-20 18:00:00+00:00,public,364801.5219945116
1217,1791,83,2015-09-21 01:00:00+00:00,public,1820.7854971773509
1218,3836,89,2015-09-22 10:00:00+00:00,public,2434.7111703107266
1219,1064,81,2015-09-22 16:00:00+00:00,public,850.6574258408803
1220,451,79,2015-09-23 00:00:00+00:00,public,239300.8323986711
1221,3788,89,2015-09-23 17:00:00+00:00,public,17621.68297782312
1222,1808,83,2015-09-23 19:00:00+00:00,public,397961.25418417953
1223,1325,81,2015-09-23 20:00:00+00:00,private,32191.937871407543
1224,3737,89,2015-09-24 03:00:00+00:00,public,2642.358442556282
1225,1011,81,2015-09-24 04:00:00+00:00,public,2535.654760306619
1226,1321,81,2015-09-24 14:00:00+00:00,private,416.7566982294481
1227,3249,87,2015-09-24 15:00:00+00:00,private,848795.5133310242
1228,3944,89,2015-09-24 16:00:00+00:00,private,1180150.2308414453
1229,3133,87,2015-09-24 20:00:00+00:00,public,429325.90765333606
1230,1685,83,2015-09-25 01:00:00+00:00,public,1939.141729657519
1231,4655,91,2015-09-25 02:00:00+00:00,private,12173.085242853214
1232,4018,89,2015-09-25 04:00:00+00:00,private,14627.958467272629
1233,1153,81,2015-09-25 13:00:00+00:00,public,18777.058617531813
1234,3750,89,2015-09-26 00:00:00+00:00,public,65605.62741064896
1235,1189,81,2015-09-26 10:00:00+00:00,private,25428.99774432157
1236,1067,81,2015-09-26 19:00:00+00:00,public,10840.831873656618
1237,1131,81,2015-09-27 00:00:00+00:00,public,54636.5697407906
1238,4638,91,2015-09-27 00:00:00+00:00,private,5769.406028434214
1239,1284,81,2015-09-27 01:00:00+00:00,private,6594.904454050685
1240,4664,91,2015-09-27 03:00:00+00:00,private,2834.420288877716
1241,1134,81,2015-09-27 08:00:00+00:00,public,209631.70644170028
1242,3950,89,2015-09-27 10:00:00+00:00,private,15403.880307692409
1243,2331,84,2015-09-27 21:00:00+00:00,private,275220.9272428659
1244,1280,81,2015-09-28 01:00:00+00:00,private,23883.87481517195
1245,3206,87,2015-09-28 02:00:00+00:00,private,117219.26870635308
1246,4177,90,2015-09-28 06:00:00+00:00,public,66401.22915020616
1247,3220,87,2015-09-28 14:00:00+00:00,private,37683.36437370603
1248,1174,81,2015-09-28 14:00:00+00:00,public,26971.510962946933
1249,1049,81,2015-09-28 16:00:00+00:00,public,67230.7886633774
1250,3882,89,2015-09-28 17:00:00+00:00,private,13654.447751973752
1251,4602,91,2015-09-28 20:00:00+00:00,private,6441.096932569092
1252,4661,91,2015-09-29 12:00:00+00:00,private,9293.463001872558
1253,1244,81,2015-09-29 19:00:00+00:00,private,7693.152725591074
1254,1804,83,2015-09-29 22:00:00+00:00,public,2478.555161691017
1255,3606,88,2015-09-30 01:00:00+00:00,private,28567.992039553938
1256,3791,89,2015-09-30 02:00:00+00:00,public,11863.044502091363
1257,2300,84,2015-09-30 03:00:00+00:00,private,6131.948552257312
1258,3059,87,2015-09-30 17:00:00+00:00,public,5245.039127911139
1259,1259,81,2015-09-30 19:00:00+00:00,private,23380.54250185268
1260,4626,91,2015-09-30 20:00:00+00:00,private,28539.144682298363
1261,1287,81,2015-10-01 03:00:00+00:00,private,5425.428952437656
1262,4128,90,2015-10-01 03:00:00+00:00,public,7800.421214571875
1263,4332,90,2015-10-01 14:00:00+00:00,private,17042.167218192393
1264,590,79,2015-10-01 19:00:00+00:00,private,9628.217350984722
1265,1725,83,2015-10-01 23:00:00+00:00,public,734656.1508988914
1266,1822,83,2015-10-02 09:00:00+00:00,public,6115.987320162892
1267,1199,81,2015-10-02 09:00:00+00:00,private,519526.34360957064
1268,3838,89,2015-10-02 21:00:00+00:00,public,44432.814192983235
1269,395,79,2015-10-03 03:00:00+00:00,public,48574.98181422564
1270,2161,84,2015-10-03 07:00:00+00:00,public,56097.14447665717
1271,2218,84,2015-10-03 11:00:00+00:00,private,38440.625335670404
1272,3557,88,2015-10-03 12:00:00+00:00,private,1482.9805273522331
1273,3901,89,2015-10-04 20:00:00+00:00,private,6419.496614955801
1274,2339,84,2015-10-05 07:00:00+00:00,private,60866.724178352786
1275,3497,88,2015-10-06 02:00:00+00:00,public,6809.973971888276
1276,3160,87,2015-10-06 19:00:00+00:00,public,292749.7271126858
1277,4263,90,2015-10-06 22:00:00+00:00,private,1766.2482292812638
1278,639,79,2015-10-06 22:00:00+00:00,private,211087.4381220527
1279,525,79,2015-10-07 00:00:00+00:00,private,4933.184136689933
1280,3635,88,2015-10-07 06:00:00+00:00,private,49860.06272659254
1281,362,79,2015-10-07 15:00:00+00:00,public,21979.28207118563
1282,3540,88,2015-10-07 17:00:00+00:00,private,143642.30313525832
1283,3964,89,2015-10-08 00:00:00+00:00,private,557917.2561960765
1284,3803,89,2015-10-08 21:00:00+00:00,public,3360.9523626696364
1285,2329,84,2015-10-09 02:00:00+00:00,private,67324.4699522451
1286,2311,84,2015-10-09 04:00:00+00:00,private,156470.4310131689
1287,4107,90,2015-10-09 07:00:00+00:00,public,54632.82018620202
1288,621,79,2015-10-10 04:00:00+00:00,private,14656.800957645402
1289,488,79,2015-10-10 12:00:00+00:00,public,32813.835731059036
1290,3786,89,2015-10-10 19:00:00+00:00,public,24313.034475168337
1291,3639,88,2015-10-11 01:00:00+00:00,private,2407.313442318432
1292,398,79,2015-10-11 07:00:00+00:00,public,2956.52769781064
1293,1314,81,2015-10-11 09:00:00+00:00,private,18870.720988832374
1294,1860,83,2015-10-11 13:00:00+00:00,private,8539.96954059983
1295,2313,84,2015-10-11 21:00:00+00:00,private,362069.71148399677
1296,3032,87,2015-10-11 23:00:00+00:00,public,8518.027547571202
1297,2032,84,2015-10-12 02:00:00+00:00,public,424.00246861223906
1298,1241,81,2015-10-12 06:00:00+00:00,private,134868.32943918073
1299,3463,88,2015-10-12 07:00:00+00:00,public,127713.43544200526
1300,2071,84,2015-10-12 16:00:00+00:00,public,9680.11827625355
1301,2197,84,2015-10-12 23:00:00+00:00,private,39501.89204230326
1302,3380,88,2015-10-12 23:00:00+00:00,public,45666.311148971225
1303,1989,83,2015-10-13 01:00:00+00:00,private,2615.27293699635
1304,1216,81,2015-10-13 04:00:00+00:00,private,17417.802663815124
1305,1057,81,2015-10-13 10:00:00+00:00,public,82.38907964443369
1306,3942,89,2015-10-13 21:00:00+00:00,private,7985.93422965428
1307,3873,89,2015-10-13 22:00:00+00:00,private,53716.34045362561
1308,1210,81,2015-10-14 02:00:00+00:00,private,18612.237442542642
1309,4517,91,2015-10-14 10:00:00+00:00,public,51854.04667751863
1310,4478,91,2015-10-15 07:00:00+00:00,public,2188.342000442679
1311,3438,88,2015-10-15 15:00:00+00:00,public,3035.4026061301065
1312,3971,89,2015-10-16 05:00:00+00:00,private,10085.971055206091
1313,3201,87,2015-10-16 06:00:00+00:00,private,3578.07844945788
1314,3672,88,2015-10-16 10:00:00+00:00,private,14137.318710760219
1315,2092,84,2015-10-16 15:00:00+00:00,public,54641.95300473343
1316,2261,84,2015-10-16 20:00:00+00:00,private,4864.168361229732
1317,3467,88,2015-10-17 03:00:00+00:00,public,96216.57223474968
1318,1246,81,2015-10-17 04:00:00+00:00,private,427751.3400569983
1319,2176,84,2015-10-17 17:00:00+00:00,public,16271.739346712628
1320,4205,90,2015-10-17 19:00:00+00:00,private,238486.20882764662
1321,3608,88,2015-10-17 19:00:00+00:00,private,73112.43235043559
1322,4340,90,2015-10-18 02:00:00+00:00,private,52672.01301873052
1323,3420,88,2015-10-18 12:00:00+00:00,public,26089.932893126206
1324,4270,90,2015-10-18 19:00:00+00:00,private,48151.888900032405
1325,3668,88,2015-10-18 20:00:00+00:00,private,1761.5908333126179
1326,1101,81,2015-10-18 20:00:00+00:00,public,24618.049871830724
1327,2169,84,2015-10-19 02:00:00+00:00,public,113967.07742103073
1328,1212,81,2015-10-19 10:00:00+00:00,private,6537.8807419923105
1329,3754,89,2015-10-19 19:00:00+00:00,public,4012.2778970924383
1330,3730,89,2015-10-19 23:00:00+00:00,public,5885.96612378455
1331,2004,83,2015-10-20 02:00:00+00:00,private,141327.34804375336
1332,3494,88,2015-10-20 09:00:00+00:00,public,16707.343467192997
1333,510,79,2015-10-20 17:00:00+00:00,private,27957.913382914237
1334,4100,90,2015-10-20 21:00:00+00:00,public,9173.856301959484
1335,1218,81,2015-10-21 00:00:00+00:00,private,223087.6011229936
1336,4171,90,2015-10-21 06:00:00+00:00,public,20113.810141339105
1337,4474,91,2015-10-21 08:00:00+00:00,public,12116.911508389638
1338,1901,83,2015-10-22 07:00:00+00:00,private,16150.09852557541
1339,4479,91,2015-10-22 08:00:00+00:00,public,6064.000498199395
1340,2020,84,2015-10-22 11:00:00+00:00,public,7660.56145548535
1341,3538,88,2015-10-22 19:00:00+00:00,private,2689.22664696442
1342,4543,91,2015-10-23 07:00:00+00:00,private,21339.161110721143
1343,4405,91,2015-10-23 16:00:00+00:00,public,8589.078713349236
1344,1138,81,2015-10-23 18:00:00+00:00,public,2040.6103441247374
1345,3644,88,2015-10-23 18:00:00+00:00,private,446202.86401103705
1346,1269,81,2015-10-24 05:00:00+00:00,private,92376.55189329234
1347,3996,89,2015-10-24 05:00:00+00:00,private,329574.5956878377
1348,1099,81,2015-10-24 09:00:00+00:00,public,6908.364432863105
1349,4538,91,2015-10-24 12:00:00+00:00,private,917935.2002851793
1350,1925,83,2015-10-25 21:00:00+00:00,private,9481.395394051291
1351,2215,84,2015-10-25 23:00:00+00:00,private,18304.867153766987
1352,3154,87,2015-10-26 05:00:00+00:00,public,15597.820454417728
1353,3086,87,2015-10-26 11:00:00+00:00,public,23453.601080980523
1354,2170,84,2015-10-27 11:00:00+00:00,public,86414.30719033044
1355,2246,84,2015-10-27 17:00:00+00:00,private,10847.742906439666
1356,1872,83,2015-10-27 19:00:00+00:00,private,13273.126524579628
1357,3707,89,2015-10-28 05:00:00+00:00,public,389100.6699861294
1358,3731,89,2015-10-28 07:00:00+00:00,public,4043.7639829860987
1359,4297,90,2015-10-28 12:00:00+00:00,private,17153.88171011037
1360,3398,88,2015-10-28 21:00:00+00:00,public,780377.6745195081
1361,3025,87,2015-10-29 10:00:00+00:00,public,822374.2774858497
1362,4080,90,2015-10-29 20:00:00+00:00,public,1167028.743756295
1363,4195,90,2015-10-30 05:00:00+00:00,public,3513.2604472560865
1364,3256,87,2015-10-30 21:00:00+00:00,private,24468.27287472385
1365,4568,91,2015-11-01 04:00:00+00:00,private,385902.0424616489
1366,4433,91,2015-11-01 05:00:00+00:00,public,38364.2845755167
1367,3367,88,2015-11-01 14:00:00+00:00,public,784186.401611981
1368,1686,83,2015-11-01 18:00:00+00:00,public,432.42349984340865
1369,4179,90,2015-11-01 21:00:00+00:00,public,6647.039948968418
1370,1165,81,2015-11-02 10:00:00+00:00,public,4715.102834443295
1371,4066,90,2015-11-02 12:00:00+00:00,public,32709.903302329487
1372,2166,84,2015-11-03 05:00:00+00:00,public,37441.61163224018
1373,3687,88,2015-11-03 08:00:00+00:00,private,21008.311586403528
1374,1799,83,2015-11-03 12:00:00+00:00,public,45135.35707227291
1375,1827,83,2015-11-03 15:00:00+00:00,public,33058.87046966316
1376,4158,90,2015-11-03 16:00:00+00:00,public,26767.902791034867
1377,1023,81,2015-11-03 23:00:00+00:00,public,88007.12851708084
1378,473,79,2015-11-04 04:00:00+00:00,public,12097.10101694478
1379,1735,83,2015-11-04 05:00:00+00:00,public,4810.886238053305
1380,3475,88,2015-11-04 08:00:00+00:00,public,1696.1540133800058
1381,606,79,2015-11-04 12:00:00+00:00,private,3084.2644289900322
1382,470,79,2015-11-04 13:00:00+00:00,public,5721.045278664863
1383,4010,89,2015-11-04 21:00:00+00:00,private,8103.6436782697565
1384,4302,90,2015-11-05 06:00:00+00:00,private,38250.00913788268
1385,482,79,2015-11-06 03:00:00+00:00,public,27401.905831151227
1386,4191,90,2015-11-06 04:00:00+00:00,public,25585.0799753964
1387,4701,91,2015-11-06 04:00:00+00:00,private,54093.12397035454
1388,1045,81,2015-11-06 05:00:00+00:00,public,6052.125569220082
1389,4061,90,2015-11-06 05:00:00+00:00,public,18942.73147372509
1390,3248,87,2015-11-06 18:00:00+00:00,private,1033.9261581391863
1391,2139,84,2015-11-07 01:00:00+00:00,public,35532.89587033831
1392,4152,90,2015-11-07 03:00:00+00:00,public,3408.332740971206
1393,1030,81,2015-11-07 06:00:00+00:00,public,35844.62995751765
1394,1066,81,2015-11-07 22:00:00+00:00,public,22023.340602359312
1395,3883,89,2015-11-08 00:00:00+00:00,private,11033.172618089306
1396,4532,91,2015-11-08 18:00:00+00:00,public,10344.906522628378
1397,4083,90,2015-11-08 22:00:00+00:00,public,9259.228367736538
1398,1915,83,2015-11-09 12:00:00+00:00,private,41400.123013501594
1399,3717,89,2015-11-09 13:00:00+00:00,public,21670.854407760024
1400,3315,87,2015-11-09 15:00:00+00:00,private,2217.1626091277894
1401,1329,81,2015-11-10 01:00:00+00:00,private,4667.458040261628
1402,1185,81,2015-11-10 04:00:00+00:00,private,36696.19413240525
1403,4095,90,2015-11-10 15:00:00+00:00,public,4176.950441586376
1404,423,79,2015-11-10 18:00:00+00:00,public,11071.28916534473
1405,3937,89,2015-11-10 19:00:00+00:00,private,18586.19233858433
1406,3095,87,2015-11-11 09:00:00+00:00,public,81523.01432205577
1407,660,79,2015-11-11 09:00:00+00:00,private,7746.306356328356
1408,3698,89,2015-11-12 01:00:00+00:00,public,17389.73313512367
1409,2226,84,2015-11-12 20:00:00+00:00,private,23933.897539807604
1410,2234,84,2015-11-12 21:00:00+00:00,private,47426.67431721979
1411,3792,89,2015-11-13 06:00:00+00:00,public,2143.3995561760275
1412,3281,87,2015-11-13 06:00:00+00:00,private,19738.636210006538
1413,1861,83,2015-11-13 15:00:00+00:00,private,10271.878287966796
1414,2045,84,2015-11-14 14:00:00+00:00,public,1843.0388158421915
1415,475,79,2015-11-14 16:00:00+00:00,public,10407.355390900808
1416,1084,81,2015-11-15 05:00:00+00:00,public,636494.1199210766
1417,4637,91,2015-11-15 11:00:00+00:00,private,46244.27168813702
1418,2316,84,2015-11-15 12:00:00+00:00,private,6983.951003088177
1419,581,79,2015-11-15 18:00:00+00:00,private,10856.471136537013
1420,4023,89,2015-11-15 21:00:00+00:00,private,1883.3460537914416
1421,4238,90,2015-11-15 23:00:00+00:00,private,193024.63743342162
1422,4468,91,2015-11-16 00:00:00+00:00,public,34603.87085175464
1423,626,79,2015-11-16 01:00:00+00:00,private,2496.303726956507
1424,4147,90,2015-11-16 06:00:00+00:00,public,18460.5177996605
1425,3922,89,2015-11-16 08:00:00+00:00,private,113702.76182539554
1426,2351,84,2015-11-16 09:00:00+00:00,private,4711.434240319935
1427,4353,90,2015-11-16 14:00:00+00:00,private,20761.26731044759
1428,1834,83,2015-11-16 17:00:00+00:00,public,97699.21605826844
1429,4109,90,2015-11-16 20:00:00+00:00,public,70665.68601841069
1430,2280,84,2015-11-17 02:00:00+00:00,private,1924.6734265764549
1431,1996,83,2015-11-18 02:00:00+00:00,private,235004.7888986391
1432,554,79,2015-11-18 10:00:00+00:00,private,90478.80375839229
1433,1097,81,2015-11-18 14:00:00+00:00,public,2314.061437006492
1434,4455,91,2015-11-18 17:00:00+00:00,public,579554.8326132257
1435,4520,91,2015-11-19 05:00:00+00:00,public,103400.64364321769
1436,3051,87,2015-11-19 08:00:00+00:00,public,3307.530105909723
1437,4096,90,2015-11-19 08:00:00+00:00,public,10734.33953164187
1438,543,79,2015-11-19 19:00:00+00:00,private,31095.899896688526
1439,3182,87,2015-11-20 01:00:00+00:00,public,387346.0346364154
1440,638,79,2015-11-20 17:00:00+00:00,private,8927.617847789223
1441,4242,90,2015-11-20 19:00:00+00:00,private,1929.1314832865894
1442,4639,91,2015-11-21 06:00:00+00:00,private,18560.3769631863
1443,479,79,2015-11-21 09:00:00+00:00,public,63123.49913157548
1444,3465,88,2015-11-21 17:00:00+00:00,public,1347.7461307188937
1445,4613,91,2015-11-21 22:00:00+00:00,private,187531.0195708747
1446,1052,81,2015-11-22 03:00:00+00:00,public,14816.179756603746
1447,376,79,2015-11-22 07:00:00+00:00,public,123184.26281957766
1448,3426,88,2015-11-23 02:00:00+00:00,public,351013.43857371376
1449,4174,90,2015-11-23 03:00:00+00:00,public,46069.410542275604
1450,1337,81,2015-11-23 13:00:00+00:00,private,35331.78576013686
1451,4201,90,2015-11-23 19:00:00+00:00,private,385693.5699962311
1452,1930,83,2015-11-23 20:00:00+00:00,private,3398.2392591117277
1453,368,79,2015-11-23 21:00:00+00:00,public,21247.656446791538
1454,3911,89,2015-11-24 04:00:00+00:00,private,13384.16352910526
1455,3111,87,2015-11-24 04:00:00+00:00,public,95464.9873237666
1456,1115,81,2015-11-24 15:00:00+00:00,public,334571.0954906169
1457,4531,91,2015-11-24 21:00:00+00:00,public,32478.869666782604
1458,2335,84,2015-11-25 11:00:00+00:00,private,73112.48854545059
1459,4653,91,2015-11-25 22:00:00+00:00,private,75285.69172532819
1460,1128,81,2015-11-26 01:00:00+00:00,public,64449.836565723854
1461,4482,91,2015-11-26 03:00:00+00:00,public,224084.10362153867
1462,2044,84,2015-11-26 03:00:00+00:00,public,12862.90142938122
1463,1127,81,2015-11-26 07:00:00+00:00,public,38852.342395895386
1464,3610,88,2015-11-26 13:00:00+00:00,private,8585.228663293392
1465,1081,81,2015-11-26 14:00:00+00:00,public,10846.119682068122
1466,2342,84,2015-11-26 20:00:00+00:00,private,605.6577599785695
1467,4320,90,2015-11-27 01:00:00+00:00,private,54611.982072775776
1468,3258,87,2015-11-27 05:00:00+00:00,private,6400.680459740394
1469,4182,90,2015-11-27 22:00:00+00:00,public,806946.6387123775
1470,1024,81,2015-11-28 00:00:00+00:00,public,149758.82596125745
1471,3897,89,2015-11-28 01:00:00+00:00,private,4688.484203725666
1472,3504,88,2015-11-28 04:00:00+00:00,public,45052.86915287236
1473,3691,88,2015-11-28 05:00:00+00:00,private,9731.199043339417
1474,1741,83,2015-11-28 08:00:00+00:00,public,7790.1920321322905
1475,4289,90,2015-11-28 10:00:00+00:00,private,5963.148283709942
1476,2021,84,2015-11-28 22:00:00+00:00,public,20144.513166873672
1477,1029,81,2015-11-29 08:00:00+00:00,public,7933.449174416464
1478,1880,83,2015-11-29 09:00:00+00:00,private,43896.15048661389
1479,4273,90,2015-11-29 19:00:00+00:00,private,41691.87420432509
